name,positive ratings,negative ratings,total reviews,rating percentage,category,first_release_date,platforms,genres,aggregated_rating,aggregated_rating_count,public_rating_igdb,public_rating_count,game_engines,game_modes,player_perspectives
ISLANDERS,"14,992",831,"15,823",92.31%,main_game,878256000,"['PC (Microsoft Windows)', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure']",9.2,2,7.1,33,['SCUMM'],['Single player'],['Side view']
FAITH,"5,986",276,"6,262",92.31%,main_game,1506988800,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Adventure', 'Indie']",n/a,n/a,9.4,18,['GameMaker: Studio'],['Single player'],['Bird view / Isometric']
No Time,"1,545",40,"1,585",92.31%,expanded_game,711936000,"['Super Nintendo Entertainment System', 'Super Famicom']","[""Hack and slash/Beat 'em up"", 'Arcade']",n/a,n/a,7.0,1,n/a,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Risk of Rain 2,"275,358","19,960","295,318",92.27%,main_game,1567123200,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Shooter', 'Adventure', 'Indie']",8.7,6,8.4,164,['Unity'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Third person']
Cities: Skylines,"243,421","17,535","260,956",92.27%,dlc_addon,1507507200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One']","['Simulator', 'Strategy']",7.6,16,8.1,567,['Unity'],['Single player'],['Bird view / Isometric']
"Warhammer 40000: Dawn of War - Anniversary Edition ","9,855",513,"10,368",92.27%,bundle,"1186465200 ",['PC (Microsoft Windows)'],['Strategy'],8.6,5,8.5,168,n/a,['Single player'],['Bird view / Isometric']
ENDER LILIES: Quietus of the Knights,"32,495","2,014","34,509",92.26%,main_game,1624233600,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Role-playing (RPG)', 'Adventure', 'Indie']",7.9,6,8.4,44,n/a,['Single player'],['Side view']
Slime Rancher 2,"27,516","1,673","29,189",92.26%,main_game,1663804800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'Xbox One']","['Shooter', 'Simulator', 'Adventure', 'Indie']",n/a,n/a,6.6,9,['Unity'],['Single player'],['First person']
Deus Ex: Game of the Year Edition,"13,243",727,"13,970",92.26%,expanded_game,989280000,"['PC (Microsoft Windows)', 'Mac']","['Shooter', 'Role-playing (RPG)', 'Adventure']",n/a,n/a,8.7,49,['Unreal Engine'],"['Single player', 'Multiplayer']",['First person']
King Exit,"6,509",311,"6,820",92.25%,main_game,1507766400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie']",n/a,n/a,6.0,1,n/a,['Single player'],['Text']
RED HOT VENGEANCE,"3,171",122,"3,293",92.25%,main_game,1562803200,['PC (Microsoft Windows)'],['Indie'],n/a,n/a,n/a,n/a,['Game Maker Studio'],['Single player'],['Text']
BlazBlue Entropy Effect,"21,293","1,259","22,552",92.24%,main_game,1707868800,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","[""Hack and slash/Beat 'em up"", 'Adventure']",8.5,2,n/a,n/a,n/a,['Single player'],['Side view']
Mount Your Friends,"7,361",363,"7,724",92.24%,main_game,1370476800,"['PC (Microsoft Windows)', 'Xbox 360']","['Simulator', 'Sport', 'Indie']",n/a,n/a,6.9,25,n/a,"['Single player', 'Multiplayer']",['Side view']
Zup! 2,"6,394",305,"6,699",92.24%,main_game,1480896000,['PC (Microsoft Windows)'],"['Puzzle', 'Indie']",n/a,n/a,4.3,5,n/a,['Single player'],['Side view']
LiEat,"4,184",178,"4,362",92.24%,bundle,1456358400,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",n/a,n/a,6.1,13,['WOLF RPG Editor'],['Single player'],['Bird view / Isometric']
Smile For Me,"2,531",89,"2,620",92.24%,main_game,1694217600,"['PC (Microsoft Windows)', 'Android']",['Adventure'],8.0,1,7.6,13,n/a,['Single player'],['First person']
永冻之壳 The Shell of Permafrost,"1,123",23,"1,146",92.24%,main_game,1544313600,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",n/a,n/a,n/a,n/a,['RPG Maker VX Ace'],['Single player'],['Text']
EARTH DEFENSE FORCE 4.1  The Shadow of New Despair,"9,263",481,"9,744",92.23%,expanded_game,1427932800,"['PC (Microsoft Windows)', 'PlayStation 4']","['Shooter', 'Adventure']",6.6,10,6.3,14,n/a,"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Third person']
Sticky Business,"4,835",215,"5,050",92.23%,main_game,1689552000,"['PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Simulator', 'Indie']",n/a,n/a,7.2,5,n/a,['Single player'],['Text']
Epic Battle Fantasy 3,"1,997",63,"2,060",92.22%,main_game,1283299200,"['PC (Microsoft Windows)', 'Linux', 'Web browser', 'Mac']","['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",n/a,n/a,7.0,1,n/a,['Single player'],"['Bird view / Isometric', 'Side view']"
Poly Bridge 2,"7,113",351,"7,464",92.21%,main_game,1590624000,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Puzzle', 'Simulator', 'Indie']",8.0,2,8.0,10,['Unity'],['Single player'],"['Bird view / Isometric', 'Side view']"
"NOeSIS01-诉说谎言的记忆之物语 ","1,303",31,"1,334",92.21%,main_game,"1584604867 ",['PC (Microsoft Windows)'],"['Adventure', 'Casual', 'Indie', 'Role-playing (RPG), 'Simulation']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
美女，请别影响我学习,"6,441",311,"6,752",92.20%,main_game,1711670400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Hello Charlotte,"1,672",48,"1,720",92.20%,main_game,1498262400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",n/a,n/a,7.0,5,n/a,['Single player'],['Bird view / Isometric']
坦率的小红帽和爱说谎的狼,"1,014",19,"1,033",92.20%,main_game,1579132800,['PC (Microsoft Windows)'],['Role-playing (RPG)'],n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
BioShock,"28,483","1,765","30,248",92.19%,port,1262649600,"['PC (Microsoft Windows)', 'Xbox 360']","['Shooter', ""Hack and slash/Beat 'em up"", 'Adventure']",9.3,10,8.7,2000,"['Unreal Engine 2.5', Unreal Engine 3']",['Single player'],['Bird view / Isometric']
Vampire: The Masquerade - Bloodlines,"12,594",696,"13,290",92.19%,main_game,1100563200,['PC (Microsoft Windows)'],['Role-playing (RPG)'],7.2,4,8.6,544,['Source'],['Single player'],"['First person', 'Third person']"
Nightmare of Decay,"3,402",137,"3,539",92.19%,main_game,1651536000,['PC (Microsoft Windows)'],"['Shooter', 'Adventure', 'Indie']",n/a,n/a,7.2,6,n/a,['Single player'],['First person']
Transistor,"28,464","1,767","30,231",92.18%,main_game,1400544000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",8.5,14,8.3,430,n/a,['Single player'],"['Bird view / Isometric', 'Side view']"
DR LIVESEY ROM AND DEATH EDITION,"12,327",681,"13,008",92.18%,main_game,1676246400,['PC (Microsoft Windows)'],"['Shooter', 'Adventure', 'Indie']",n/a,n/a,3.5,5,n/a,['Single player'],['Third person']
完蛋！我被美女包围了！,"41,871","2,708","44,579",92.17%,main_game,1719446400,['SteamVR'],"['Role-playing (RPG)', 'Simulator']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Agent A: A puzzle in disguise,"4,858",220,"5,078",92.17%,main_game,1445990400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",7.5,1,7.8,24,['Unity'],['Single player'],['First person']
Rain World,"32,103","2,027","34,130",92.16%,main_game,1490659200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Role-playing (RPG)', 'Adventure', 'Indie']",6.2,13,6.5,50,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
The Stanley Parable: Ultra Deluxe,"26,332","1,624","27,956",92.16%,expanded_game,1651017600,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Simulator', 'Adventure']",8.3,3,9.0,119,['Unity'],['Single player'],['First person']
Severed Steel,"5,504",258,"5,762",92.16%,main_game,1631836800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Shooter', 'Indie']",8.5,2,7.1,12,n/a,['Single player'],['First person']
Turing Complete,"3,124",123,"3,247",92.16%,main_game,1633132800,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Simulator']",n/a,n/a,8.3,5,n/a,['Single player'],['Bird view / Isometric']
BROK the InvestiGator,977,18,995,92.16%,main_game,1661472000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Fighting', 'Puzzle', ""Hack and slash/Beat 'em up"", 'Adventure']",n/a,n/a,n/a,n/a,['Game Maker Studio 2'],"['Single player', 'Co-operative']","['Third person', 'Side view']"
Symphony of War: The Nephilim Saga,"11,100",606,"11,706",92.15%,main_game,1654819200,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Strategy', 'Tactical', 'Adventure', 'Indie']",8.1,1,7.0,6,['RPG Maker'],['Single player'],"['Third person', 'Bird view / Isometric']"
Another Crab's Treasure,"11,011",601,"11,612",92.15%,main_game,1714003200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'Xbox One', 'Nintendo Switch']","['Platform', 'Role-playing (RPG)', 'Adventure', 'Indie']",7.7,3,8.5,22,['Unity'],['Single player'],['Third person']
Geometry Arena,"2,281",79,"2,360",92.15%,main_game,1622505600,['PC (Microsoft Windows)'],['Shooter'],n/a,n/a,n/a,n/a,['Unity'],['Single player'],['Bird view / Isometric']
Sleeping Dogs™,"16,055",933,"16,988",92.14%,main_game,1344816000,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation 4', 'Xbox 360', 'Xbox One']","['Shooter', ""Hack and slash/Beat 'em up"", 'Adventure']",8.2,15,8.1,566,['Havok Physics'],['Single player'],['Third person']
Rome: Total War,"14,943",858,"15,801",92.14%,main_game,1378166400,"['PC (Microsoft Windows)', 'Mac']","['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)']",9.1,3,8.3,276,['TW Engine 3'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
Little Inferno,"11,672",644,"12,316",92.14%,main_game,1353196800,"['PC (Microsoft Windows)', 'Wii U', 'Android', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Adventure', 'Indie']",6.5,8,7.4,130,n/a,['Single player'],['Side view']
Clap Clap,"2,413",86,"2,499",92.14%,main_game,1717372800,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['First person']
Bing in Wonderland,"1,916",61,"1,977",92.14%,main_game,1673568000,['PC (Microsoft Windows)'],['Indie'],n/a,n/a,n/a,n/a,n/a,['Single player'],['Side view']
Gunfire Reborn,"90,142","6,260","96,402",92.13%,main_game,1637107200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']","['Shooter', 'Role-playing (RPG)', 'Adventure', 'Indie']",n/a,n/a,7.4,34,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['First person']
The Past Within,"13,327",753,"14,080",92.13%,main_game,1667347200,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",n/a,n/a,7.0,20,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Lucy -The Eternity She Wished For-,"7,540",384,"7,924",92.13%,main_game,1456617600,"['PC (Microsoft Windows)', 'Android']","['Simulator', 'Adventure', 'Indie', 'Visual Novel']",7.2,2,8.0,8,n/a,['Single player'],['Text']
Barotrauma,"62,429","4,224","66,653",92.12%,main_game,1678665600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Strategy', 'Adventure', 'Indie']",n/a,n/a,7.0,28,['MonoGame'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
My Singing Monsters,"35,859","2,305","38,164",92.12%,main_game,1346630400,"['PC (Microsoft Windows)', 'PlayStation Vita', 'Android', 'iOS']","['Music', 'Simulator', 'Strategy']",7.7,1,7.9,12,n/a,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
Rise of Nations: Extended Edition,"13,298",753,"14,051",92.12%,main_game,1402531200,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Simulator', 'Strategy']",n/a,n/a,8.0,14,n/a,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
Perfect Gold,"1,037",21,"1,058",92.12%,main_game,1618790400,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",8.0,1,n/a,n/a,n/a,['Single player'],['Text']
Ever Seen A Cat?,706,8,714,92.12%,main_game,1642464000,['PC (Microsoft Windows)'],['Casual'],n/a,n/a,n/a,n/a,n/a,['Single player'],['Side view']
Freddy Fazbear's Pizzeria Simulator,"27,381","1,718","29,099",92.10%,port,1565654400,"['PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']",['Indie'],n/a,n/a,7.9,34,['Clickteam Fusion'],['Single player'],['First person']
"恋爱绮谭 不存在的真相 ","1,999",66,"2,065",92.10%,main_game,1666949763,['PC (Microsoft Windows)'],"['Adventure', 'Casual']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
PC Building Simulator,"47,309","3,144","50,453",92.09%,main_game,1544745600,"['PC (Microsoft Windows)', 'Android']",['Simulator'],6.5,2,7.5,62,['Unity'],,['Bird view / Isometric']
Minds Beneath Us,"1,541",44,"1,585",92.09%,main_game,1722384000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",8.8,2,n/a,n/a,,['Single player'],['Side view']
"9-nine-:Episode 4 ",955,18,973,92.08%,main_game,"1616203211 ",['PC (Microsoft Windows)'],['Casual'],n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
ELDEN RING,"897,824","70,190","968,014",92.07%,main_game,1645747200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One']","['Role-playing (RPG)', 'Adventure']",9.7,14,9.6,1000,,"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
"Company of Heroes ","15,098",882,"15,980",92.07%,main_game,1158019200,"['PC (Microsoft Windows)', 'iOS']","['Real Time Strategy (RTS)', 'Strategy']",9.5,5,8.6,205,"['Havok Physics', 'Essence Engine']","['Single player', 'Multiplayer']",['Bird view / Isometric']
Narcissu 1st & 2nd,"4,417",200,"4,617",92.07%,main_game,1429833600,"['PC (Microsoft Windows)', 'Linux', 'Mac']",['Indie'],n/a,n/a,7.0,4,n/a,['Single player'],['Text']
Enigmatis 2: The Mists of Ravenwood,"1,471",41,"1,512",92.07%,main_game,1380067200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure']",n/a,n/a,7.3,13,n/a,['Single player'],['First person']
Long Dream,802,12,814,92.07%,main_game,1681171200,['PC (Microsoft Windows)'],"['Puzzle', 'Indie', 'Visual Novel']",n/a,n/a,n/a,n/a,['Unity'],['Single player'],['Side view']
SpeedRunners,"34,055","2,204","36,259",92.06%,main_game,1461024000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Platform', 'Racing', 'Indie', 'Arcade']",n/a,n/a,7.6,97,n/a,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Yuppie Psycho,"7,295",375,"7,670",92.06%,main_game,1556150400,"['PC (Microsoft Windows)', 'Xbox One', 'Linux', 'Mac']","['Adventure', 'Indie']",8.5,1,8.5,33,n/a,['Single player'],['Bird view / Isometric']
Tales of Maj'Eyal,"6,139",303,"6,442",92.06%,main_game,1356912000,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Role-playing (RPG)', 'Tactical', 'Adventure', 'Indie']",n/a,n/a,7.8,19,['T-Engine'],['Single player'],['Bird view / Isometric']
Melatonin,"5,858",286,"6,144",92.06%,main_game,1671062400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Nintendo Switch']","['Music', 'Puzzle', 'Indie', 'Arcade']",8.0,2,8.9,11,n/a,['Single player'],"['Bird view / Isometric', 'Side view']"
Turnip Boy Commits Tax Evasion,"11,316",633,"11,949",92.05%,main_game,1619049600,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",7.7,4,7.0,44,['Unity'],['Single player'],['Bird view / Isometric']
Judgment,"7,587",394,"7,981",92.05%,remaster,1619136000,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 5', 'Xbox Series X|S']","['Role-playing (RPG)', 'Adventure']",8.3,17,8.3,75,['Dragon Engine'],['Single player'],"['First person', 'Third person']"
The Witch's House MV,"3,015",121,"3,136",92.05%,remake,1540944000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",n/a,n/a,7.1,20,['RPG Maker MV'],['Single player'],['Side view']
100 March Cats,"1,135",26,"1,161",92.05%,main_game,1709683200,['PC (Microsoft Windows)'],"['Point-and-click', 'Indie']",n/a,n/a,5.1,5,n/a,['Single player'],['Side view']
100 Funny Cats,"1,087",24,"1,111",92.05%,main_game,1711929600,['PC (Microsoft Windows)'],['Indie'],n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
The Procession to Calvary,970,19,989,92.05%,main_game,1586390400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",n/a,n/a,7.5,15,['Unity 5'],['Single player'],['Side view']
Bloons TD5,"10,620",590,"11,210",92.04%,main_game,1323820800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Web browser', 'Mac', 'Nintendo Switch']","['Simulator', 'Strategy', 'Tactical']",n/a,n/a,7.2,39,,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
Door Kickers: Action Squad,"9,260",501,"9,761",92.04%,main_game,1536537600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'Nintendo Switch']","['Shooter', 'Platform', 'Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical', 'Indie']",8.3,4,7.7,17,n/a,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Cat Quest,"8,616",460,"9,076",92.04%,bundle,1596153600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Nintendo Switch', 'iOS']","['Role-playing (RPG)', 'Adventure', 'Indie']",8.3,8,7.2,63,n/a,['Single player'],['Third person']
In Sound Mind,"4,863",228,"5,091",92.04%,main_game,1632787200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'Nintendo Switch']","['Shooter', 'Platform', 'Puzzle', 'Adventure', 'Indie']",n/a,n/a,8.0,17,n/a,['Single player'],['First person']
Zup! 8,"4,019",178,"4,197",92.04%,main_game,1519257600,['PC (Microsoft Windows)'],"['Puzzle', 'Indie']",n/a,n/a,7.0,2,n/a,['Single player'],['Side view']
Bloodstained: Ritual of the Night,"35,931","2,349","38,280",92.03%,main_game,1560816000,"['PC (Microsoft Windows)', 'Wii U', 'Google Stadia', 'PlayStation 4', 'Xbox One', 'iOS', 'Nintendo Switch']","['Platform', 'Role-playing (RPG)', 'Adventure']",8.2,12,8.4,170,['Unreal Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
"NIGHT-RUNNERS PROLOGUE ","11,841",671,"12,512",92.03%,main_game,"1719105194 ",['PC (Microsoft Windows)'],"['Racing', 'Simulation']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Third person']
fault - milestone two side: above,"2,465",92,"2,557",92.03%,main_game,1441670400,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Adventure', 'Indie', 'Visual Novel']",n/a,n/a,8.0,7,n/a,['Single player'],['Text']
UFO 50,"2,350",86,"2,436",92.03%,main_game,1726617600,['PC (Microsoft Windows)'],"['Shooter', 'Platform', 'Puzzle', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie', 'Arcade']",8.9,3,n/a,n/a,['GameMaker: Studio'],"['Single player', 'Multiplayer', 'Co-operative']","['Bird view / Isometric', 'Side view']"
Pentiment,"6,276",315,"6,591",92.02%,main_game,1668470400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Adventure']",8.5,9,8.9,60,['Unity'],['Single player'],['Side view']
Ages of Conflict: World War Simulator,"3,092",127,"3,219",92.01%,main_game,1676592000,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],[''Bird view / Isometric']
Later Alligator,"2,417",90,"2,507",92.01%,main_game,1568764800,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",n/a,n/a,7.1,10,n/a,['Single player'],['First person']
Sizeable,"1,076",24,"1,100",92.01%,main_game,1616112000,['PC (Microsoft Windows)'],"['Puzzle', 'Strategy', 'Indie']",n/a,n/a,6.3,8,n/a,['Single player'],[''Bird view / Isometric']
Farm Together,"20,190","1,243","21,433",92.00%,main_game,1539216000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Simulator', 'Strategy', 'Indie']",8.0,3,7.0,10,['Unity 2018'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Reventure,"8,410",451,"8,861",92.00%,main_game,1559606400,"['PC (Microsoft Windows)', 'Android', 'Nintendo Switch']","['Platform', 'Strategy', 'Adventure', 'Indie']",7.0,2,7.1,14,n/a,['Single player'],['Side view']
Dead Space 2,"22,845","1,433","24,278",91.99%,main_game,1295913600,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']","['Shooter', 'Adventure']",9.0,11,8.7,852,n/a,"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Dungeons 3,"17,058","1,029","18,087",91.99%,main_game,1507852800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac']","['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure']",7.4,3,7.8,20,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']","['Third person', 'Bird view / Isometric']"
"Soulstone Survivors: Prologue ","4,090",185,"4,275",91.99%,trial,"1661548331 ",['PC (Microsoft Windows)'],"['Action', 'Indie', 'Role-playing (RPG)']",n/a,n/a,n/a,n/a,n/a,['Single player'],[''Bird view / Isometric']
Leap Year,782,12,794,91.99%,main_game,1718323200,['PC (Microsoft Windows)'],"['Platform', 'Puzzle', 'Adventure', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Side view']
The Secret of Monkey Island: Special Edition,"5,308",258,"5,566",91.98%,remake,1247616000,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure']",8.0,4,8.4,145,['SCUMM'],['Single player'],['Side view']
OnlyCans: Thirst Date,"3,198",134,"3,332",91.98%,main_game,1610236800,"['PC (Microsoft Windows)', 'Web browser']","['Simulator', 'Indie', 'Visual Novel']",n/a,n/a,n/a,n/a,['Unity'],['Single player'],['First person']
Some Some Convenience Store,"2,934",119,"3,053",91.98%,main_game,1578960000,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Nintendo Switch']","['Simulator', 'Strategy', 'Adventure', 'Indie', 'Visual Novel']",n/a,n/a,n/a,n/a,['Unity'],['Single player'],['Text']
Shadows Over Loathing,"2,749",109,"2,858",91.98%,main_game,1668124800,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",n/a,n/a,n/a,n/a,['Unity'],['Single player'],"['Side view', 'Text']"
Duck Simulator 2,"2,657",104,"2,761",91.98%,main_game,1637539200,"['PC (Microsoft Windows)', 'Xbox One']","['Platform', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",n/a,n/a,n/a,n/a,['Unity'],['Single player'],"['First person', 'Third person']"
The Legend of Heroes: Trails from Zero,"1,022",22,"1,044",91.98%,remaster,1664236800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', 'Turn-based strategy (TBS)']",8.7,3,9.0,22,n/a,['Single player'],['Third person']
10 Minutes Till Dawn,"4,044",183,"4,227",91.97%,main_game,1652227200,['PC (Microsoft Windows)'],"['Indie', 'Arcade']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Bird view / Isometric']
Laughing to Die,"2,073",73,"2,146",91.97%,main_game,"1712819671 ",['PC (Microsoft Windows)'],"['Puzzle', 'Adventure']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Side view']
Spark the Electric Jester 3,"1,640",51,"1,691",91.97%,main_game,1660521600,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Platform', 'Racing', ""Hack and slash/Beat 'em up"", 'Indie']",n/a,n/a,7.6,7,['Unity'],['Single player'],['Third person']
Zortch,971,20,991,91.97%,main_game,1686182400,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['First person']
Persona 3 Reload,"26,858","1,727","28,585",91.96%,pack,1706832000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One']","['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']",8.9,7,9.0,43,['Proprietary Engine'],['Single player'],['Third person']
